report_month,plant_name,parameter_name,unit,month_actual,ytd_actual
2026-05,ISP,BF Slag Rate,Kg/T,353.9082,335.5193
2025-04,ISP,BF Sp Power Cons,KWh/T,45.2389,45.2389
2025-05,ISP,BF Sp Power Cons,KWh/T,47.5581,46.4698
2026-04,ISP,BF Sp Power Cons,KWh/T,50.6776,50.6776
2026-05,ISP,BF Sp Power Cons,KWh/T,75.6931,58.6382
2025-04,ISP,BM Mill Availability,%,81.2569,81.2569
2025-05,ISP,BM Mill Availability,%,89.1286,85.2573
2026-04,ISP,BM Mill Availability,%,89.7477,89.7477
2026-05,ISP,BM Mill Availability,%,38.6694,63.7898
2025-04,ISP,BM Mill Utilisation,%,89.0266,89.0266
2025-05,ISP,BM Mill Utilisation,%,89.293,89.1681
2026-04,ISP,BM Mill Utilisation,%,87.9962,87.9962
2026-05,ISP,BM Mill Utilisation,%,88.6977,88.2123
2025-04,ISP,BM Mill Yield,%,96.3406,96.3406
2025-05,ISP,BM Mill Yield,%,96.5175,96.4347
2026-04,ISP,BM Mill Yield,%,95.9186,95.9186
2026-05,ISP,BM Mill Yield,%,95.9612,95.9317
2025-04,ISP,BM Rolling Rate,T/Hr,128.4352,128.4352
2025-05,ISP,BM Rolling Rate,T/Hr,128.6497,128.5493
2026-04,ISP,BM Rolling Rate,T/Hr,131.3029,131.3029
2026-05,ISP,BM Rolling Rate,T/Hr,130.0748,130.9225
2025-04,ISP,BM Sp Heat Consumption,1000 KCal/T,268.0,268.0
2025-05,ISP,BM Sp Heat Consumption,1000 KCal/T,266.0,266.936
2026-04,ISP,BM Sp Heat Consumption,1000 KCal/T,250.0,250.0
2026-05,ISP,BM Sp Heat Consumption,1000 KCal/T,287.0,261.3835
2025-04,ISP,BM Sp Power Cons,KWh/T,82.3348,82.3348
2025-05,ISP,BM Sp Power Cons,KWh/T,80.2039,81.2003
2026-04,ISP,BM Sp Power Cons,KWh/T,80.1018,80.1018
2026-05,ISP,BM Sp Power Cons,KWh/T,87.6981,82.4396
2025-04,ISP,BM Total Production,T,66979.885,66979.885
2025-05,ISP,BM Total Production,T,76206.925,143186.81
2026-04,ISP,BM Total Production,T,74701.83,74701.83
2026-05,ISP,BM Total Production,T,33214.89,107916.72
2025-04,ISP,SMS Avg Cast Wt,Mt/Cast,156.4774,156.4774
2025-05,ISP,SMS Avg Cast Wt,Mt/Cast,156.0937,156.2725
2026-04,ISP,SMS Avg Cast Wt,Mt/Cast,157.4233,157.4233
2026-05,ISP,SMS Avg Cast Wt,Mt/Cast,155.9885,156.9829
2025-04,ISP,SMS Blows per Day,Nos/Day,44.43,44.43
2025-05,ISP,SMS Blows per Day,Nos/Day,48.9,46.7
2026-04,ISP,SMS Blows per Day,Nos/Day,47.4,47.4
2026-05,ISP,SMS Blows per Day,Nos/Day,20.26,33.61
2025-04,ISP,SMS HM Consumption,Kg/TCS,1059.7699,1059.7699
2025-05,ISP,SMS HM Consumption,Kg/TCS,1067.8205,1064.0639
2026-04,ISP,SMS HM Consumption,Kg/TCS,1055.9173,1055.9173
2026-05,ISP,SMS HM Consumption,Kg/TCS,1046.1686,1052.944
2025-04,ISP,SMS Scrap Consumption,Kg/TCS,37.1747,37.1747
2025-05,ISP,SMS Scrap Consumption,Kg/TCS,28.1899,32.3824
2026-04,ISP,SMS Scrap Consumption,Kg/TCS,40.0791,40.0791
2026-05,ISP,SMS Scrap Consumption,Kg/TCS,49.2114,42.8644
2025-04,ISP,SMS Sp O2 Consumption,Nm3/T,50.6187,50.6187
2025-05,ISP,SMS Sp O2 Consumption,Nm3/T,50.4694,50.5391
2026-04,ISP,SMS Sp O2 Consumption,Nm3/T,50.8096,50.8096
2026-05,ISP,SMS Sp O2 Consumption,Nm3/T,50.3269,50.6624
2025-04,ISP,SMS TMI,Kg/TCS,1096.9446,1096.9446
2025-05,ISP,SMS TMI,Kg/TCS,1096.0104,1096.4463
2026-04,ISP,SMS TMI,Kg/TCS,1095.9964,1095.9964
2026-05,ISP,SMS TMI,Kg/TCS,1095.38,1095.8084
2025-04,ISP,Sinter Sp Productivity,T/M2/Utlz Hr,1.3519,1.3519
2025-05,ISP,Sinter Sp Productivity,T/M2/Utlz Hr,1.3467,1.3492
2026-04,ISP,Sinter Sp Productivity,T/M2/Utlz Hr,1.303,1.303
2026-05,ISP,Sinter Sp Productivity,T/M2/Utlz Hr,1.3047,1.3035
2025-04,ISP,USM Mill Availability,%,74.3634,74.3634
2025-05,ISP,USM Mill Availability,%,84.6214,79.5765
2026-04,ISP,USM Mill Availability,%,82.3958,82.3958
2026-05,ISP,USM Mill Availability,%,25.504,53.4836
2025-04,ISP,USM Mill Utilisation,%,83.7821,83.7821
2025-05,ISP,USM Mill Utilisation,%,81.178,82.3748
2026-04,ISP,USM Mill Utilisation,%,79.1401,79.1401
2026-05,ISP,USM Mill Utilisation,%,57.8832,73.9888
2025-04,ISP,USM Mill Yield,%,93.7605,93.7605
2025-05,ISP,USM Mill Yield,%,93.8484,93.8076
2026-04,ISP,USM Mill Yield,%,93.9884,93.9884
2026-05,ISP,USM Mill Yield,%,92.5381,93.7429
2025-04,ISP,USM Rolling Rate,T/Hr,110.445,110.445
2025-05,ISP,USM Rolling Rate,T/Hr,111.9566,111.25
2026-04,ISP,USM Rolling Rate,T/Hr,111.8641,111.8641
2026-05,ISP,USM Rolling Rate,T/Hr,95.9264,108.8426
2025-04,ISP,USM Sp Heat Consumption,1000 KCal/T,484.0,484.0
2025-05,ISP,USM Sp Heat Consumption,1000 KCal/T,475.0,479.1786
2026-04,ISP,USM Sp Heat Consumption,1000 KCal/T,446.0,446.0
2026-05,ISP,USM Sp Heat Consumption,1000 KCal/T,619.0,475.2826
2025-04,ISP,USM Sp Power Cons,KWh/T,77.3885,77.3885
2025-05,ISP,USM Sp Power Cons,KWh/T,76.6099,76.9712
2026-04,ISP,USM Sp Power Cons,KWh/T,74.8548,74.8548
2026-05,ISP,USM Sp Power Cons,KWh/T,166.6409,90.1912
2025-04,ISP,USM Total Production,T,50035.327,50035.327
2025-05,ISP,USM Total Production,T,57592.384,107627.711
2026-04,ISP,USM Total Production,T,52736.034,52736.034
2026-05,ISP,USM Total Production,T,10595.248,63331.282
2025-04,ISP,WRM Mill Availability,%,75.4005,75.4005
2025-05,ISP,WRM Mill Availability,%,80.5332,78.0089
2026-04,ISP,WRM Mill Availability,%,84.5324,84.5324
2026-05,ISP,WRM Mill Availability,%,49.8275,66.8955
2025-04,ISP,WRM Mill Utilisation,%,86.3752,86.3752
2025-05,ISP,WRM Mill Utilisation,%,88.9847,87.7443
2026-04,ISP,WRM Mill Utilisation,%,89.7119,89.7119
2026-05,ISP,WRM Mill Utilisation,%,88.3154,89.1833
2025-04,ISP,WRM Mill Yield,%,95.8125,95.8125
2025-05,ISP,WRM Mill Yield,%,95.6675,95.7375
2026-04,ISP,WRM Mill Yield,%,95.6417,95.6417
2026-05,ISP,WRM Mill Yield,%,95.1549,95.475
2025-04,ISP,WRM Rolling Rate,T/Hr,78.3597,78.3597
2025-05,ISP,WRM Rolling Rate,T/Hr,73.85,75.9603
2026-04,ISP,WRM Rolling Rate,T/Hr,76.0654,76.0654
2026-05,ISP,WRM Rolling Rate,T/Hr,65.739,72.1946
2026-04,ISP,WRM Sp Heat Consumption,1000 KCal/T,321.0,321.0
2026-05,ISP,WRM Sp Heat Consumption,1000 KCal/T,376.0,339.8363
2025-04,ISP,WRM Sp Power Cons,KWh/T,175.4909,175.4909
2025-05,ISP,WRM Sp Power Cons,KWh/T,175.2693,175.3762
2026-04,ISP,WRM Sp Power Cons,KWh/T,178.2241,178.2241
2026-05,ISP,WRM Sp Power Cons,KWh/T,201.275,186.0921
2025-04,RSP,BF Productivity,t/m3/day,2.507699077643097,2.457666268931531
2025-05,RSP,BF Productivity,t/m3/day,2.4524387552416687,2.457666268931531
2025-06,RSP,BF Productivity,t/m3/day,2.4627060923602606,2.457666268931531
2025-07,RSP,BF Productivity,t/m3/day,2.25362005494181,2.457666268931531
2025-08,RSP,BF Productivity,t/m3/day,2.532931165550896,2.457666268931531
2025-09,RSP,BF Productivity,t/m3/day,2.494162553298655,2.457666268931531
2025-10,RSP,BF Productivity,t/m3/day,2.4965930468264297,2.457666268931531
2025-11,RSP,BF Productivity,t/m3/day,2.4044363699224176,2.457666268931531
2025-12,RSP,BF Productivity,t/m3/day,2.45482752297242,2.457666268931531
2026-01,RSP,BF Productivity,t/m3/day,2.4049734332192063,2.457666268931531
2026-02,RSP,BF Productivity,t/m3/day,2.4601739778802596,2.457666268931531
2026-03,RSP,BF Productivity,t/m3/day,2.5461852815409993,2.457666268931531
2026-04,RSP,BF Productivity,t/m3/day,2.500470157443057,2.500470157443057
2026-05,RSP,BF Productivity,t/m3/day,2.3935135620258294,2.4459834967682723
2026-03,RSP,BF Productivity BF-1,t/m3/day,2.045659820524986,2.0159244060977177
2026-04,RSP,BF Productivity BF-1,t/m3/day,1.9900961323496535,1.9900961323496535
2026-05,RSP,BF Productivity BF-1,t/m3/day,1.8194670083776388,1.9043688530630918
2026-03,RSP,BF Productivity BF-5,t/m3/day,2.7553035232871617,2.64905960545478
2026-04,RSP,BF Productivity BF-5,t/m3/day,2.728477824363549,2.728477824363549
2026-05,RSP,BF Productivity BF-5,t/m3/day,2.6398327896886977,2.6830476341183593
2025-04,RSP,CDI,kg/thm,139.10215101551043,143.08631641006872
2025-05,RSP,CDI,kg/thm,143.40452763778896,143.08631641006872
2025-06,RSP,CDI,kg/thm,146.31536975469496,143.08631641006872
2025-07,RSP,CDI,kg/thm,142.72607021047583,143.08631641006872
2025-08,RSP,CDI,kg/thm,142.5986022579704,143.08631641006872
2025-09,RSP,CDI,kg/thm,141.25374239728578,143.08631641006872
2025-10,RSP,CDI,kg/thm,141.93529479155842,143.08631641006872
2025-11,RSP,CDI,kg/thm,143.11597496167295,143.08631641006872
2025-12,RSP,CDI,kg/thm,145.5453189903078,143.08631641006872
2026-01,RSP,CDI,kg/thm,144.63258469066142,143.08631641006872
2026-02,RSP,CDI,kg/thm,143.1010602731875,143.08631641006872
2026-03,RSP,CDI,kg/thm,143.24599240327046,143.08631641006872
2026-04,RSP,CDI,kg/thm,144.94082047912357,144.94082047912357
2026-05,RSP,CDI,kg/thm,146.57978646579787,145.7578447023769
2025-04,RSP,CDI BF-1,,92.39570344118484,103.72347131249772
2025-05,RSP,CDI BF-1,,98.55126259593655,103.72347131249772
2025-06,RSP,CDI BF-1,,102.48996931791362,103.72347131249772
2025-07,RSP,CDI BF-1,,104.49396372919215,103.72347131249772
2025-08,RSP,CDI BF-1,,105.49045071787103,103.72347131249772
2025-09,RSP,CDI BF-1,,106.5,103.72347131249772
2025-10,RSP,CDI BF-1,,107.51252794287471,103.72347131249772
2025-11,RSP,CDI BF-1,,101.99832308552263,103.72347131249772
2025-12,RSP,CDI BF-1,,97.99546635967671,103.72347131249772
2026-01,RSP,CDI BF-1,,110.00512740486434,103.72347131249772
2026-02,RSP,CDI BF-1,,110.00530146031134,103.72347131249772
2026-03,RSP,CDI BF-1,kg/thm,390.15257838151035,385.7093547445526
2026-04,RSP,CDI BF-1,kg/thm,392.21928034831296,392.21928034831296
2026-05,RSP,CDI BF-1,kg/thm,113.00136292834891,111.96135356001706
2026-03,RSP,CDI BF-4,kg/thm,106.60561036361857,103.72347131249772
2026-04,RSP,CDI BF-4,kg/thm,111.00126942044777,111.00126942044777
2025-04,RSP,CDI BF-5,,154.999739383605,156.06489851251908
2025-05,RSP,CDI BF-5,,157.89975055833298,156.06489851251908
2025-06,RSP,CDI BF-5,,159.9997052190959,156.06489851251908
2025-07,RSP,CDI BF-5,,159.48868856358047,156.06489851251908
2025-08,RSP,CDI BF-5,,155.0000688904504,156.06489851251908
2025-09,RSP,CDI BF-5,,153.90055980256426,156.06489851251908
2025-10,RSP,CDI BF-5,,153.5003417051085,156.06489851251908
2025-11,RSP,CDI BF-5,,154.498750454556,156.06489851251908
2025-12,RSP,CDI BF-5,,159.29914418419435,156.06489851251908
2026-01,RSP,CDI BF-5,,156.00137600913436,156.06489851251908
2026-02,RSP,CDI BF-5,,154.00060314588194,156.06489851251908
2026-03,RSP,CDI BF-5,,154.6115227337139,156.06489851251908
2026-04,RSP,CDI BF-5,kg/thm,155.99994143184497,156.2573723427808
2026-05,RSP,CDI BF-5,kg/thm,156.5104729000216,156.2573723427808
2026-03,RSP,COB#1-5 Dry Coal Charge,T/Oven,15.923830734966593,15.784781647668067
2026-04,RSP,COB#1-5 Dry Coal Charge,T/Oven,15.967407271391847,15.967407271391847
2026-05,RSP,COB#1-5 Dry Coal Charge,T/Oven,15.81060674974984,15.888645190769934
2026-03,RSP,COB#1-5 Hard Coke Yield%,% dry coal,68.31016252202858,68.54226919716557
2026-04,RSP,COB#1-5 Hard Coke Yield%,% dry coal,67.60983687621108,67.60983687621108
2026-05,RSP,COB#1-5 Hard Coke Yield%,% dry coal,68.18003981450583,67.89484733537903
2025-04,RSP,COB#6 Coke yield%,,66.8094673078124,66.70187063711587
2025-05,RSP,COB#6 Coke yield%,,66.80006492263789,66.70187063711587
2025-06,RSP,COB#6 Coke yield%,,66.84999936926822,66.70187063711587
2025-07,RSP,COB#6 Coke yield%,,66.79015384615384,66.70187063711587
2025-08,RSP,COB#6 Coke yield%,,66.82044522554189,66.70187063711587
2025-09,RSP,COB#6 Coke yield%,,66.74026119821876,66.70187063711587
2025-10,RSP,COB#6 Coke yield%,,66.65701706772812,66.70187063711587
2025-11,RSP,COB#6 Coke yield%,,66.70911519782264,66.70187063711587
2025-12,RSP,COB#6 Coke yield%,,66.63937731399456,66.70187063711587
2026-01,RSP,COB#6 Coke yield%,,66.59033443060922,66.70187063711587
2026-02,RSP,COB#6 Coke yield%,,66.64192753200625,66.70187063711587
2026-03,RSP,COB#6 Coke yield%,,66.3900808420853,66.70187063711587
2026-04,RSP,COB#6 Coke yield%,,66.19988207547169,66.19988207547169
2026-05,RSP,COB#6 Coke yield%,,66.39030000958496,66.29627832500364
2025-04,RSP,COB-6 Dry Coal Charge per Oven,,30.179042593290614,30.184556726596405
2025-05,RSP,COB-6 Dry Coal Charge per Oven,,29.83729671123961,30.184556726596405
2025-06,RSP,COB-6 Dry Coal Charge per Oven,,29.768306421329328,30.184556726596405
2025-07,RSP,COB-6 Dry Coal Charge per Oven,,30.148423005565864,30.184556726596405
2025-08,RSP,COB-6 Dry Coal Charge per Oven,,30.090341535071612,30.184556726596405
2025-09,RSP,COB-6 Dry Coal Charge per Oven,,30.037092544023977,30.184556726596405
2025-10,RSP,COB-6 Dry Coal Charge per Oven,,30.169213973799128,30.184556726596405
2025-11,RSP,COB-6 Dry Coal Charge per Oven,,30.14565299209635,30.184556726596405
2025-12,RSP,COB-6 Dry Coal Charge per Oven,,30.423420074349444,30.184556726596405
2026-01,RSP,COB-6 Dry Coal Charge per Oven,,30.488727272727274,30.184556726596405
2026-02,RSP,COB-6 Dry Coal Charge per Oven,,30.44955609362389,30.184556726596405
2026-03,RSP,COB-6 Dry Coal Charge per Oven,,30.48861582941814,30.184556726596405
2026-04,RSP,COB-6 Dry Coal Charge per Oven,,30.43289719626168,30.43289719626168
2026-05,RSP,COB-6 Dry Coal Charge per Oven,,30.218682114409848,30.32407577708295
2025-04,RSP,Coal to Hot metal ratio,--,0.888,0.883
2025-05,RSP,Coal to Hot metal ratio,--,0.885,0.883
2025-06,RSP,Coal to Hot metal ratio,--,0.886,0.883
2025-07,RSP,Coal to Hot metal ratio,--,0.89,0.883
2025-08,RSP,Coal to Hot metal ratio,--,0.868,0.883
2025-09,RSP,Coal to Hot metal ratio,--,0.87,0.883
2025-10,RSP,Coal to Hot metal ratio,--,0.875,0.883
2025-11,RSP,Coal to Hot metal ratio,--,0.875,0.883
2025-12,RSP,Coal to Hot metal ratio,--,0.885,0.883
2026-01,RSP,Coal to Hot metal ratio,--,0.887,0.883
2026-02,RSP,Coal to Hot metal ratio,--,0.896,0.883
2026-03,RSP,Coal to Hot metal ratio,--,17.096504216828688,17.965129984664355
2026-04,RSP,Coal to Hot metal ratio,--,16.214664152422813,16.214664152422813
2026-05,RSP,Coal to Hot metal ratio,--,0.91,0.905
2025-04,RSP,Coke Rate,kg/thm,389.68545842407,385.7093547445526
2025-05,RSP,Coke Rate,kg/thm,387.5103325067328,385.7093547445526
2025-06,RSP,Coke Rate,kg/thm,385.6506649294636,385.7093547445526
2025-07,RSP,Coke Rate,kg/thm,389.4937168497361,385.7093547445526
2025-08,RSP,Coke Rate,kg/thm,376.2827910435045,385.7093547445526
2025-09,RSP,Coke Rate,kg/thm,378.47380252941093,385.7093547445526
2025-10,RSP,Coke Rate,kg/thm,377.84847055814436,385.7093547445526
2025-11,RSP,Coke Rate,kg/thm,379.62272840201905,385.7093547445526
2025-12,RSP,Coke Rate,kg/thm,387.17382042816064,385.7093547445526
2026-01,RSP,Coke Rate,kg/thm,392.29078045447534,385.7093547445526
2026-02,RSP,Coke Rate,kg/thm,395.60846308147865,385.7093547445526
2026-03,RSP,Coke Rate,kg/thm,390.15257838151035,385.7093547445526
2026-04,RSP,Coke Rate,kg/thm,392.21928034831296,392.21928034831296
2026-05,RSP,Coke Rate,kg/thm,396.0298414602984,394.1188443160782
2026-03,RSP,Coke Rate BF-1,kg/thm,438.9962691843328,437.23335159789195
2026-04,RSP,Coke Rate BF-1,kg/thm,442.0054596313064,442.0054596313064
2026-05,RSP,Coke Rate BF-1,kg/thm,456.9947429906542,449.2006098380191
2026-03,RSP,Coke Rate BF-5,kg/thm,375.00168697788035,368.7210134023912
2026-04,RSP,Coke Rate BF-5,kg/thm,376.00023427262016,376.00023427262016
2026-05,RSP,Coke Rate BF-5,kg/thm,377.99971208522277,377.00845301481183
2025-04,RSP,Coke Screen Loss,,14.93,14.14
2025-05,RSP,Coke Screen Loss,,14.56,14.14
2025-06,RSP,Coke Screen Loss,,13.99,14.14
2025-07,RSP,Coke Screen Loss,,12.04,14.14
2025-08,RSP,Coke Screen Loss,,13.64,14.14
2025-09,RSP,Coke Screen Loss,,13.522107572370277,14.14
2025-10,RSP,Coke Screen Loss,,13.9,14.14
2025-11,RSP,Coke Screen Loss,,14.57,14.14
2025-12,RSP,Coke Screen Loss,,14.32,14.14
2026-01,RSP,Coke Screen Loss,,14.14,14.14
2026-02,RSP,Coke Screen Loss,,15.05,14.14
2026-03,RSP,Coke Screen Loss,,14.72,14.14
2026-04,RSP,Coke Screen Loss,,14.59,14.59
2026-05,RSP,Coke Screen Loss,,13.95,14.27
2025-04,RSP,Coke oven Ammonia Sulphate yield,,0.12157067731103086,0.27212126242740914
2025-05,RSP,Coke oven Ammonia Sulphate yield,,0.17929583338598998,0.27212126242740914
2025-06,RSP,Coke oven Ammonia Sulphate yield,,0.20010677966814222,0.27212126242740914
2025-07,RSP,Coke oven Ammonia Sulphate yield,,0.09819438344699574,0.27212126242740914
2025-08,RSP,Coke oven Ammonia Sulphate yield,,0.22449488650536295,0.27212126242740914
2025-09,RSP,Coke oven Ammonia Sulphate yield,,0.38191967096151425,0.27212126242740914
2025-10,RSP,Coke oven Ammonia Sulphate yield,,0.42467725738345574,0.27212126242740914
2025-11,RSP,Coke oven Ammonia Sulphate yield,,0.4271685761047463,0.27212126242740914
2025-12,RSP,Coke oven Ammonia Sulphate yield,,0.3838070358075858,0.27212126242740914
2026-01,RSP,Coke oven Ammonia Sulphate yield,,0.24903431739153897,0.27212126242740914
2026-02,RSP,Coke oven Ammonia Sulphate yield,,0.30749812578621677,0.27212126242740914
2026-03,RSP,Coke oven Ammonia Sulphate yield,,0.27061233642586474,0.27212126242740914
2026-04,RSP,Coke oven Ammonia Sulphate yield,,0.21149515323607165,0.21149515323607165
2026-05,RSP,Coke oven Ammonia Sulphate yield,,0.30123994247288843,0.2565378125030482
2025-04,RSP,Coke oven tar yield,,3.202417157701324,3.214367249286216
2025-05,RSP,Coke oven tar yield,,3.2249554524889734,3.214367249286216
2025-06,RSP,Coke oven tar yield,,3.244588498904878,3.214367249286216
2025-07,RSP,Coke oven tar yield,,3.2495297441974165,3.214367249286216
2025-08,RSP,Coke oven tar yield,,3.2459752442250833,3.214367249286216
2025-09,RSP,Coke oven tar yield,,3.2211356864061775,3.214367249286216
2025-10,RSP,Coke oven tar yield,,3.2147221449226264,3.214367249286216
2025-11,RSP,Coke oven tar yield,,3.201718494271686,3.214367249286216
2025-12,RSP,Coke oven tar yield,,3.205594075936438,3.214367249286216
2026-01,RSP,Coke oven tar yield,,3.19504090176637,3.214367249286216
2026-02,RSP,Coke oven tar yield,,3.185528104735725,3.214367249286216
2026-03,RSP,Coke oven tar yield,,3.1853960555971526,3.214367249286216
2026-04,RSP,Coke oven tar yield,,3.181435425438167,3.181435425438167
2026-05,RSP,Coke oven tar yield,,3.209857348311113,3.1957003092109755
2025-04,RSP,Energy consumption,Gcal/tcs,6.0505,6.0027
2025-05,RSP,Energy consumption,Gcal/tcs,6.0106,6.0027
2025-06,RSP,Energy consumption,Gcal/tcs,5.9703,6.0027
2025-07,RSP,Energy consumption,Gcal/tcs,6.1204,6.0027
2025-08,RSP,Energy consumption,Gcal/tcs,5.9702,6.0027
2025-09,RSP,Energy consumption,Gcal/tcs,6.01,6.0027
2025-10,RSP,Energy consumption,Gcal/tcs,5.9604,6.0027
2025-11,RSP,Energy consumption,Gcal/tcs,6.0,6.0027
2025-12,RSP,Energy consumption,Gcal/tcs,5.9805,6.0027
2026-01,RSP,Energy consumption,Gcal/tcs,6.0401,6.0027
2026-02,RSP,Energy consumption,Gcal/tcs,6.0605,6.0027
2026-03,RSP,Energy consumption,Gcal/tcs,5.8928,6.0027
2026-04,RSP,Energy consumption,Gcal/tcs,6.1506,6.1506
2026-05,RSP,Energy consumption,Gcal/tcs,6.2201,6.1845
2025-04,RSP,Fuel Rate,kg/thm,549.0811519488022,546.7608011392857
2025-05,RSP,Fuel Rate,kg/thm,550.1106578140415,546.7608011392857
2025-06,RSP,Fuel Rate,kg/thm,550.4004178272982,546.7608011392857
2025-07,RSP,Fuel Rate,kg/thm,549.9403302058073,546.7608011392857
2025-08,RSP,Fuel Rate,kg/thm,537.6195012637509,546.7608011392857
2025-09,RSP,Fuel Rate,kg/thm,538.4981463858662,546.7608011392857
2025-10,RSP,Fuel Rate,kg/thm,537.7491454255288,546.7608011392857
2025-11,RSP,Fuel Rate,kg/thm,539.9692171584044,546.7608011392857
2025-12,RSP,Fuel Rate,kg/thm,549.0068164873788,546.7608011392857
2026-01,RSP,Fuel Rate,kg/thm,553.7871107094841,546.7608011392857
2026-02,RSP,Fuel Rate,kg/thm,555.5598672270512,546.7608011392857
2026-03,RSP,Fuel Rate,kg/thm,552.0129020068289,548.6744428607908
2026-04,RSP,Fuel Rate,kg/thm,553.3747649798593,556.0873893544934
2026-05,RSP,Fuel Rate,kg/thm,558.8163405881635,556.0873893544934
2026-03,RSP,Hot Blast Temp,Deg C,1177.0,1158.0
2026-04,RSP,Hot Blast Temp,Deg C,1177.0,1177.0
2026-05,RSP,Hot Blast Temp,Deg C,1154.0,1162.0
2026-04,RSP,Hot Blast Temp BF-1,Deg C,1152.0,1139.0
2026-05,RSP,Hot Blast Temp BF-1,Deg C,1125.0,1139.0
2026-03,RSP,Hot Blast Temp BF-4,Deg C,1154.0,1138.0
2026-04,RSP,Hot Blast Temp BF-4,Deg C,1152.0,1152.0
2026-04,RSP,Hot Blast Temp BF-5,Deg C,0.0,0.0
2026-05,RSP,Hot Blast Temp BF-5,Deg C,1166.0,1172.0
2026-04,RSP,Nut Coke BF-1,kg/thm,0.0,
2026-05,RSP,Nut Coke BF-1,kg/thm,0.0,
2026-04,RSP,Nut Coke BF-4,kg/thm,0.0,
2026-05,RSP,Nut Coke BF-4,kg/thm,0.0,
2026-03,RSP,Nut Coke BF-5,,22.399692295234622,23.888530945880632
2026-04,RSP,Nut Coke BF-5,,21.498173405665003,21.498173405665003
2026-05,RSP,Nut Coke BF-5,,20.99978406391708,21.24686505300828
2025-04,RSP,Nut Coke Rate,kg/thm,20.293542509221812,17.965129984664355
2025-05,RSP,Nut Coke Rate,kg/thm,19.19579766951977,17.965129984664355
2025-06,RSP,Nut Coke Rate,kg/thm,18.434383143139545,17.965129984664355
2025-07,RSP,Nut Coke Rate,kg/thm,17.72054314559531,17.965129984664355
2025-08,RSP,Nut Coke Rate,kg/thm,18.73810796227594,17.965129984664355
2025-09,RSP,Nut Coke Rate,kg/thm,18.77060145916946,17.965129984664355
2025-10,RSP,Nut Coke Rate,kg/thm,17.965380075826,17.965129984664355
2025-11,RSP,Nut Coke Rate,kg/thm,17.230513794712383,17.965129984664355
2025-12,RSP,Nut Coke Rate,kg/thm,16.287677068910426,17.965129984664355
